sentiment,text
0.0000,way joshua blasphemous nonsensical luis film attendant intelligence poetry passion genius
1.0000,well celebration unfairly dismiss hero film not painfully force false fabricate
0.0000,forgive realize spend past minute look watch wait frida die
3.0000,director mark pellington terrific job conjure sinister menace atmosphere unfortunately story give flash red light rattle noise bump head
4.0000,naipaul original remain real masterpiece movie possess languorous charm
3.0000,deliver fair share saucy hilarity
2.0000,movie inhuman monster human
2.0000,showboate wisecracker stock persona sure get old
0.0000,turkey gobble dolby digital stereo
2.0000,punchdrunk love little like chocolate milk moustache
4.0000,intimate spectacular et carry wow factor funny move yarn hold decade
4.0000,think relationship wonderful comedy funny love real
1.0000,amid shock curiosity factor film corny examination young actress try find way
4.0000,wickedly funny visually engross bore movie challenge think way consume pop culture
2.0000,comedy make social commentary palatable
3.0000,spanieleye jean reno infuse hubert mixture deadpan cool wry humor measure tenderness require comic slugf heart
4.0000,film delight adult child dog lover
0.0000,deprave incoherent instantly disposable piece hackery
2.0000,howard appreciation brown write clearly wellmeane sincere movie impossible sit support cast
0.0000,animation game phenomenon peak year ago actually die slow death poor quality pokemon indication
4.0000,camera soar globe dazzle panoramic shot largescreen format swoop string exotic locale scoop world joyous communal festival rhythm
1.0000,sad academy award win actress lrb academy award win actor rrb succumb appear junk tv sitcom material good
1.0000,lrb jackson bledel rrb pick act chop look appeal preteen crowd
2.0000,act exercise exceptionally dark joke wonder see film allow
1.0000,movie sentimental hypocritical lesson sexism true color come wet tshirt shower scene
3.0000,piercingly affect clearly manipulative film emerge powerful cloy
1.0000,gussie distract special effect visual party trick clear suppose shriek laugh
1.0000,story match
3.0000,frailty write simple goddammit
3.0000,pianist film roman polanski bear
3.0000,film infectious enthusiasm touch film conviction life center place time sport
4.0000,excellent sequel
1.0000,trouble make queen thoroughly modern maiden make appear foolish shallow likely victim mental illness
4.0000,technically superb film shine usual spielberg flair expertly utilize talent topnotch creative team
2.0000,gleefully thumpingly hyperbolic term cover cliche compendium crass jade movie type phony baloney movie biz
1.0000,story place simone real not provide conflict
3.0000,detective story romance spice intrigue academic skullduggery politic
1.0000,sensuality eroticism good vampire tale pardon pun suck replace goth goofiness
3.0000,quiet disquiet triumph
3.0000,fantasize space travel not afford million ticket ride russian rocket catch imax offer
0.0000,lrb carvey rrb character overplay exaggerate subtlety trademark
1.0000,divine secret yaya sisterhood suffer ploddingly melodramatic structure come life performance
0.0000,rashomonfordipstick tale
3.0000,sleek arty
3.0000,terrific date movie orientation
3.0000,exploitative clumsily stage violence overshadow include actor
2.0000,moment real pleasure find sara sugarman whimsical comedy anniemary sustain film
1.0000,take long slow dreary time dope tuck everlaste
0.0000,splash joke
3.0000,pay earnest homage turntablist beat juggler old schooler current innovator scratch great fun kind energy documenting
2.0000,kid probably eat thing adult way ahead plot
0.0000,begin long end credit desert rain
4.0000,comingofage movie hollywood not gut
3.0000,possession base book byatt demand labute deal subject love headon trading cynicism reverence little wit
1.0000,set sense humor nerve speak
1.0000,cinematic pyrotechnic aside thing avary care mean giggle pulchritude
3.0000,inventive silliness likely witness movie theatre time
0.0000,story lack real emotional impact plot contrive cliche
4.0000,attune anarchist maxim urge destroy creative urge willing eye find morrison iconoclastic use technology liberate
3.0000,awfully good achingly human picture
2.0000,main problem peek
2.0000,slow silly unintentionally hilarious
1.0000,play dramatic dramatic thing happen people
1.0000,not see selfamuse trash freddy get finger
1.0000,cross blow boyz n hood movie strive not
2.0000,visually seductive unrepentantly trashy rice second installment vampire chronicle
2.0000,happen
0.0000,bad action movie root interest spectacle grotesque bore
4.0000,provide kind laugh therapy need movie comedy offbeat humor amusing character happy end
1.0000,prolong extrusion psychopathic pulp
1.0000,little action suspense believable tension onedimensional character wazoo set describe scifi generic
4.0000,director nancy savoca nofrill record forge stillraw emotion capture unsettle tenor post period far well measure polished production
4.0000,despite float narrative remarkably accessible haunt film
0.0000,sum fear pretend exploration nuclear terrorism warmedover cold war paranoia
3.0000,hypnotic imagery fragmentary tale explore connection place personal identity
3.0000,fun splashy entertainingly nasty
2.0000,big time
4.0000,film incredibly captivate insanely funny thank interesting cinematic device lrb cool visual backmaske rrb solid cast wickedly sick twist humor
0.0000,pity see mishmash
3.0000,return land shameless attempt disney rake dough baby boomer family halfbad
3.0000,movie despite rough edge tendency sag certain place wry engross
1.0000,like robin williams death smoochy reach expiration date
3.0000,pleasing oftenfunny comedy
3.0000,tour de force drama astonishingly pivotal role imagination soulful development rowdy teenager
3.0000,good actor radar juicy role plethora character picture flat
1.0000,probably video store christmas well suit night live room night movie
1.0000,concentrate far awkward interplay utter lack chemistry chan hewitt
3.0000,performance move heartbreak rebellion continually try accommodate fit gain unconditional love seek
2.0000,uppity musical beat dance energy not compare wit humor snappy dialogue original
2.0000,damn
1.0000,bad company
4.0000,vivid portrait woman consume lust love crush betrayal conjure intoxicate fume emotional ghost freshly paint rembrandt
3.0000,grown tired go man go movie heart
2.0000,unintelligible poorly act brainslappingly bad harvard man ludicrous cult classic
0.0000,swiftly deteriorate terribly obvious melodrama roughhewn vanity project lead actress andie macdowell
2.0000,dodgy mixture cutesy romance dark satire murder mystery
3.0000,grow believe family look like addam family look big fat greek wedding come heart
1.0000,excruciating demonstration unsalvageability movie saddle amateurish screenplay
3.0000,despite oldhat setup predictable plot empire moment entertain
1.0000,passable date film
3.0000,lrb rrb moore real charmer
1.0000,leave viewer cold undermine phenomenal performance
3.0000,rush profit create predictably efficient piece business notable largely overwhelming creepiness eagerness create image wish not see day age course point
2.0000,warren stumble search emotion life experience neglect year
3.0000,concept kung pow enter fist hilarious
2.0000,bang
3.0000,avert eye solondz force consider unthinkable unacceptable unmentionable
1.0000,well describe ghost story go badly awry
1.0000,movie appear run hypertime reverse truly funny bit apart
1.0000,not job run limit chemistry create ralph fienne jennifer lopez
3.0000,tsai welldeserve reputation cinema world great visual stylist film shot enhance excellent performance
1.0000,movie overbear overthetop family depict
4.0000,movie thrill eye overthetop way touch heart
1.0000,elegantly craft emotionally cold puzzle intricate construction admire difficult connect deeply level
0.0000,hard understand right mind think attraction movie
1.0000,sc2 autopilot hollywood concoction lack imagination authentic christmas spirit gear audience master
1.0000,donovan squander main asset jackie chan fumble vital action sequence
1.0000,angstridden territory cover early well ordinary people
2.0000,film darkly atmospheric herrmann quietly suggest sadness obsession beneath hearst force avuncular chortle
1.0000,spite feature script credit few writer apparently bother check twice
